btc, 1.93%, 59026.38, 1.71, 18, 56.0, 36, 21, 1, 202104061313, positif
eth, 1.83%, 2114.74, 1.93, 53, 852.0, 133, 69, 2, 202104061313, positif
bnb, 8.97%, 375.18, 4.6, 10, 77.0, 23, 5, 3, 202104061313, positif
usdt, -0.04%, 1.00, 2.75, 8, 302.0, 22, 8, 4, 202104061313, negatif
dot, 0.36%, 44.21, 4.45, 17, 80.0, 49, 11, 5, 202104061313, positif
ada, 2.35%, 1.21, 1.91, 12, 9.0, 21, 11, 6, 202104061313, positif
xrp, 26.27%, 0.75663, 1.44, 15, 200.0, 23, 16, 7, 202104061313, positif
uni, 1.71%, 30.96, 3.48, 19, 426.0, 73, 21, 8, 202104061313, positif
ltc, 3.83%, 209.09, 3.2, 8, 24.0, 16, 5, 9, 202104061313, positif
link, 1.53%, 31.62, 6.5, 6, 21.0, 13, 2, 10, 202104061313, positif
fil, -0.32%, 178.91, 1.86, 7, 158.0, 13, 7, 12, 202104061313, negatif
btt, 47.07%, 0.0116, 3.0, 8, 86.0, 21, 7, 20, 202104061313, positif
doge, 2.46%, 0.057972, 7.0, 6, 17.0, 21, 3, 21, 202104061313, positif
sol, -1.73%, 24.33, 2.67, 14, 201.0, 48, 18, 23, 202104061313, negatif
cro, 3.90%, 0.217739, 2.86, 20, 105.0, 60, 21, 25, 202104061313, positif
algo, 5.10%, 1.39, 1.38, 6, 107.0, 11, 8, 39, 202104061313, positif
dai, 0.06%, 1.00, 0.59, 16, 348.0, 27, 46, 41, 202104061313, positif
comp, -5.11%, 516.97, 2.12, 28, 1206.0, 70, 33, 48, 202104061313, negatif
dent, 25.76%, 0.021145, 0.83, 8, 98.0, 15, 18, 60, 202104061313, positif
ust, 0.16%, 0.9997, 3.03, 30, 193.0, 103, 34, 65, 202104061313, positif
uma, 0.65%, 25.73, 2.5, 8, 155.0, 35, 14, 73, 202104061313, positif
one, 2.60%, 0.162318, 2.31, 54, 865.0, 166, 72, 74, 202104061313, positif
ont, 8.68%, 1.83, 2.71, 23, 342.0, 84, 31, 75, 202104061313, positif
cel, 5.65%, 5.95, 1.2, 6, 20.0, 12, 10, 77, 202104061313, positif
ren, -1.18%, 1.06, 1.28, 42, 939.0, 95, 74, 92, 202104061313, negatif
kin, 67.34%, 0.000502, 2.64, 30, 302.0, 103, 39, 107, 202104061313, positif
win, 29.62%, 0.002215, 3.03, 24, 155.0, 109, 36, 116, 202104061313, positif
fun, -3.79%, 0.05407, 2.43, 22, 140.0, 85, 35, 126, 202104061313, negatif
ant, 6.84%, 12.48, 2.4, 25, 202.0, 60, 25, 134, 202104061313, positif
rep, 7.22%, 42.06, 1.68, 15, 647.0, 52, 31, 139, 202104061313, positif
bal, 1.89%, 60.37, 0.92, 20, 273.0, 36, 39, 150, 202104061313, positif
tel, 8.49%, 0.008028, 2.12, 11, 118.0, 36, 17, 151, 202104061313, positif
orn, -0.22%, 18.78, 1.57, 8, 75.0, 22, 14, 153, 202104061313, negatif
wan, 4.37%, 1.94, 5.75, 7, 7.0, 23, 4, 167, 202104061313, positif
ark, -5.64%, 2.47, 1.34, 52, 427.0, 130, 97, 171, 202104061313, negatif
trac, 6.78%, 0.804045, 6.0, 12, 340.0, 60, 10, 182, 202104061313, positif
ava, -1.29%, 5.34, 1.55, 6, 37.0, 17, 11, 188, 202104061313, negatif
ray, 2.31%, 10.23, 4.0, 7, 20.0, 16, 4, 200, 202104061313, positif
rif, 1.67%, 0.353669, 2.11, 7, 79.0, 19, 9, 203, 202104061313, positif
spi, -6.18%, 239.48, 0.6, 14, 230.0, 18, 30, 206, 202104061313, negatif
anc, 18.38%, 4.70, 2.28, 71, 865.0, 162, 71, 214, 202104061313, positif
sys, 6.77%, 0.371807, 1.64, 10, 130.0, 23, 14, 215, 202104061313, positif
data, 8.18%, 0.19362, 1.08, 7, 26.0, 14, 13, 244, 202104061313, positif
lon, 0.79%, 7.26, 2.33, 10, 34.0, 35, 15, 247, 202104061313, positif
rly, 0.41%, 1.19, 3.36, 10, 21.0, 37, 11, 257, 202104061313, positif
dia, 5.77%, 5.08, 1.76, 11, 132.0, 30, 17, 269, 202104061313, positif
loc, 14.89%, 8.85, 2.28, 37, 652.0, 105, 46, 282, 202104061313, positif
vid, 0.29%, 0.875136, 2.4, 17, 276.0, 60, 25, 284, 202104061313, positif
key, 2.36%, 0.027626, 2.5, 12, 179.0, 20, 8, 293, 202104061313, positif
ring, 7.05%, 0.235665, 1.62, 14, 349.0, 34, 21, 305, 202104061313, positif
ast, -4.11%, 0.54139, 2.17, 16, 134.0, 52, 24, 349, 202104061313, negatif
meme, 0.55%, 2738.00, 2.67, 7, 30.0, 24, 9, 357, 202104061313, positif
tru, 2.89%, 0.509, 2.38, 10, 65.0, 38, 16, 369, 202104061313, positif
pro, 15.58%, 0.808386, 2.09, 61, 411.0, 171, 82, 396, 202104061313, positif
game, 1.27%, 0.366439, 2.44, 10, 62.0, 39, 16, 407, 202104061313, positif
any, -2.54%, 2.69, 2.28, 17, 1132.0, 57, 25, 409, 202104061313, negatif
sha, 9.47%, 0.015983, 1.8, 11, 616.0, 36, 20, 414, 202104061313, positif
for, 6.47%, 0.089202, 2.04, 116, 2020.0, 322, 158, 435, 202104061313, positif
met, 3.17%, 3.25, 1.93, 13, 228.0, 29, 15, 440, 202104061313, positif
hit, 224.89%, 0.000572, 1.86, 14, 81.0, 39, 21, 446, 202104061313, positif
ost, 8.82%, 0.046029, 3.0, 21, 223.0, 54, 18, 448, 202104061313, positif
pay, 8.89%, 0.1617, 3.12, 10, 28.0, 25, 8, 454, 202104061313, positif
etp, -34.51%, 0.3905, 1.09, 7, 64.0, 12, 11, 461, 202104061313, negatif
new, 15.65%, 0.001419, 2.65, 36, 1021.0, 114, 43, 464, 202104061313, positif
polk, 0.17%, 2.09, 4.0, 13, 77.0, 40, 10, 472, 202104061313, positif
block, 10.02%, 3.44, 2.42, 22, 590.0, 58, 24, 480, 202104061313, positif
act, 21.25%, 0.025335, 4.12, 27, 435.0, 103, 25, 485, 202104061313, positif
hot, 14.57%, 0.030613, 2.96, 18, 441.0, 68, 23, 495, 202104061313, positif
man, 5.33%, 0.098721, 2.39, 28, 525.0, 105, 44, 499, 202104061313, positif
