btc, -2.70%, 56829.45, 1.58, 7, 24.0, 19, 12, 1, 202104071901, negatif
eth, -5.06%, 1996.25, 2.68, 23, 64.0, 67, 25, 2, 202104071901, negatif
bnb, -4.68%, 369.84, 2.6, 12, 96.0, 13, 5, 3, 202104071901, negatif
xrp, -8.60%, 0.93248, 1.78, 7, 45.0, 16, 9, 5, 202104071901, negatif
ada, 0.15%, 1.20, 1.54, 7, 32.0, 20, 13, 6, 202104071901, positif
uni, -6.34%, 28.99, 4.36, 11, 133.0, 48, 11, 8, 202104071901, negatif
fil, -17.15%, 143.88, 1.38, 8, 67.0, 11, 8, 15, 202104071901, negatif
sol, 8.66%, 24.21, 1.78, 12, 72.0, 41, 23, 21, 202104071901, positif
cro, -11.04%, 0.191215, 3.75, 10, 58.0, 30, 8, 24, 202104071901, negatif
algo, -7.90%, 1.31, 1.38, 7, 93.0, 11, 8, 39, 202104071901, negatif
dai, -0.05%, 1.00, 0.62, 14, 517.0, 21, 34, 40, 202104071901, negatif
comp, -9.50%, 446.48, 1.68, 21, 150.0, 52, 31, 49, 202104071901, negatif
ust, -0.45%, 0.997, 2.5, 24, 196.0, 95, 38, 65, 202104071901, negatif
ont, -3.60%, 1.86, 2.64, 21, 117.0, 66, 25, 70, 202104071901, negatif
uma, -15.56%, 23.03, 2.36, 7, 122.0, 33, 14, 74, 202104071901, negatif
dent, -3.71%, 0.014211, 0.85, 10, 100.0, 22, 26, 79, 202104071901, negatif
one, -14.44%, 0.128427, 2.17, 39, 359.0, 117, 54, 84, 202104071901, negatif
ren, -6.54%, 1.00, 1.64, 24, 690.0, 54, 33, 92, 202104071901, negatif
win, -18.85%, 0.001665, 2.88, 21, 689.0, 115, 40, 120, 202104071901, negatif
kin, -20.02%, 0.000329, 2.61, 27, 624.0, 86, 33, 125, 202104071901, negatif
rep, -4.03%, 41.39, 1.7, 11, 221.0, 46, 27, 131, 202104071901, negatif
ant, -16.17%, 11.44, 1.34, 19, 348.0, 39, 29, 132, 202104071901, negatif
fun, -17.65%, 0.040982, 1.39, 19, 107.0, 53, 38, 137, 202104071901, negatif
agi, -10.23%, 0.416839, 1.09, 6, 66.0, 24, 22, 145, 202104071901, negatif
tel, -5.44%, 0.006964, 4.0, 11, 620.0, 36, 9, 146, 202104071901, negatif
bal, -13.56%, 50.67, 0.72, 20, 507.0, 28, 39, 149, 202104071901, negatif
trac, -8.16%, 0.76297, 3.8, 8, 21.0, 38, 10, 175, 202104071901, negatif
ark, -10.75%, 2.03, 1.34, 27, 667.0, 71, 53, 180, 202104071901, negatif
ava, -5.22%, 5.12, 1.9, 6, 60.0, 19, 10, 181, 202104071901, negatif
anc, 2.92%, 5.08, 2.01, 62, 678.0, 149, 74, 182, 202104071901, positif
rif, -6.13%, 0.358565, 3.5, 7, 57.0, 14, 4, 184, 202104071901, negatif
sys, 1.80%, 0.38539, 1.08, 8, 122.0, 14, 13, 192, 202104071901, positif
spi, 3.59%, 227.90, 0.55, 14, 509.0, 17, 31, 201, 202104071901, positif
vid, 17.63%, 0.942121, 3.22, 8, 56.0, 29, 9, 255, 202104071901, positif
pha, -14.64%, 0.776042, 5.0, 6, 31.0, 15, 3, 259, 202104071901, negatif
dia, -5.27%, 4.28, 3.0, 7, 158.0, 24, 8, 276, 202104071901, negatif
key, -8.24%, 0.022801, 2.64, 16, 169.0, 29, 11, 306, 202104071901, negatif
ring, -14.19%, 0.1948, 1.38, 16, 200.0, 36, 26, 323, 202104071901, negatif
loc, -24.91%, 5.94, 1.5, 16, 529.0, 48, 32, 326, 202104071901, negatif
ast, -15.42%, 0.459, 2.57, 17, 144.0, 59, 23, 364, 202104071901, negatif
tru, -13.56%, 0.4129, 1.65, 10, 276.0, 28, 17, 383, 202104071901, negatif
pro, -3.73%, 0.717155, 1.53, 45, 1166.0, 116, 76, 402, 202104071901, negatif
game, -7.70%, 0.341819, 2.21, 6, 147.0, 31, 14, 407, 202104071901, negatif
any, -9.39%, 2.51, 1.44, 22, 863.0, 75, 52, 411, 202104071901, negatif
sha, -13.72%, 0.013303, 2.43, 10, 46.0, 34, 14, 428, 202104071901, negatif
met, 2.20%, 3.30, 2.04, 16, 269.0, 47, 23, 436, 202104071901, positif
ost, -14.17%, 0.042604, 1.38, 11, 136.0, 33, 24, 450, 202104071901, negatif
layer, -5.40%, 1.61, 4.75, 6, 20.0, 19, 4, 451, 202104071901, negatif
pay, -6.51%, 0.1566, 1.3, 7, 22.0, 26, 20, 452, 202104071901, negatif
for, -13.96%, 0.072203, 2.02, 97, 1662.0, 273, 135, 456, 202104071901, negatif
hit, -20.80%, 0.000476, 1.67, 6, 90.0, 10, 6, 461, 202104071901, negatif
new, -12.18%, 0.001283, 2.81, 34, 497.0, 132, 47, 471, 202104071901, negatif
block, -6.14%, 3.21, 1.73, 12, 503.0, 38, 22, 480, 202104071901, negatif
ach, 7.94%, 0.013903, 1.41, 22, 184.0, 55, 39, 490, 202104071901, positif
man, 5.53%, 0.099282, 1.91, 25, 1082.0, 88, 46, 496, 202104071901, positif
act, -27.52%, 0.02098, 2.52, 22, 220.0, 73, 29, 499, 202104071901, negatif
