btc, 0.81%, 59130.03, 3.05, 21, 219.0, 64, 21, 1, 202104051820, positif
eth, 5.71%, 2052.76, 2.07, 39, 291.0, 85, 41, 2, 202104051820, positif
bnb, 4.22%, 337.72, 2.32, 19, 75.0, 44, 19, 3, 202104051820, positif
ada, 1.38%, 1.21, 2.33, 12, 43.0, 21, 9, 5, 202104051820, positif
dot, 7.47%, 39.87, 5.0, 11, 23.0, 30, 6, 6, 202104051820, positif
xrp, 5.04%, 0.59013, 1.73, 14, 505.0, 26, 15, 7, 202104051820, positif
uni, 1.01%, 29.39, 3.38, 18, 541.0, 71, 21, 8, 202104051820, positif
ltc, 3.30%, 206.41, 4.67, 6, 32.0, 14, 3, 9, 202104051820, positif
fil, -14.39%, 168.75, 3.5, 8, 91.0, 14, 4, 13, 202104051820, negatif
doge, -0.72%, 0.058448, 14.0, 6, 106.0, 28, 2, 18, 202104051820, negatif
cro, 2.61%, 0.214754, 3.18, 15, 150.0, 54, 17, 23, 202104051820, positif
sol, 2.61%, 19.45, 1.26, 11, 35.0, 24, 19, 25, 202104051820, positif
dai, 0.10%, 1.00, 0.8, 16, 108.0, 33, 41, 41, 202104051820, positif
comp, 6.23%, 470.26, 2.56, 22, 282.0, 64, 25, 50, 202104051820, positif
ust, -0.09%, 0.9991, 1.93, 26, 354.0, 85, 44, 65, 202104051820, negatif
one, -3.19%, 0.172675, 2.35, 48, 364.0, 141, 60, 67, 202104051820, negatif
ont, 0.20%, 1.79, 2.34, 20, 217.0, 75, 32, 73, 202104051820, positif
ren, 4.22%, 1.09, 1.74, 50, 250.0, 132, 76, 85, 202104051820, positif
ant, 1.94%, 11.83, 2.14, 24, 222.0, 60, 28, 133, 202104051820, positif
kin, -0.18%, 0.000307, 2.96, 27, 90.0, 80, 27, 134, 202104051820, negatif
rep, 3.17%, 40.39, 1.66, 16, 199.0, 53, 32, 136, 202104051820, positif
tel, 11.86%, 0.008639, 2.3, 16, 36.0, 46, 20, 139, 202104051820, positif
fun, -5.18%, 0.040332, 2.2, 20, 191.0, 77, 35, 144, 202104051820, negatif
bal, 5.24%, 58.44, 0.97, 14, 103.0, 28, 29, 146, 202104051820, positif
wrx, 50.03%, 1.67, 2.0, 7, 76.0, 14, 7, 147, 202104051820, positif
orn, -11.50%, 18.95, 1.38, 8, 55.0, 22, 16, 148, 202104051820, negatif
ark, -1.54%, 2.71, 1.27, 40, 560.0, 89, 70, 158, 202104051820, negatif
trac, 3.85%, 0.867689, 8.2, 8, 67.0, 41, 5, 168, 202104051820, positif
wan, -3.54%, 1.71, 2.33, 7, 77.0, 14, 6, 176, 202104051820, negatif
ray, 3.05%, 9.15, 3.75, 8, 19.0, 15, 4, 204, 202104051820, positif
spi, -3.66%, 219.92, 0.45, 8, 75.0, 9, 20, 210, 202104051820, negatif
anc, 0.05%, 4.44, 1.98, 73, 442.0, 158, 80, 214, 202104051820, positif
sys, 2.29%, 0.345895, 1.32, 12, 101.0, 25, 19, 218, 202104051820, positif
win, 1.52%, 0.000558, 3.8, 27, 195.0, 133, 35, 233, 202104051820, positif
lon, -5.14%, 7.27, 4.3, 14, 157.0, 43, 10, 240, 202104051820, negatif
vid, 5.91%, 0.883659, 2.42, 11, 86.0, 46, 19, 268, 202104051820, positif
bel, -6.32%, 4.64, 1.06, 7, 10.0, 19, 18, 270, 202104051820, negatif
dia, -7.89%, 4.10, 1.06, 7, 91.0, 17, 16, 286, 202104051820, negatif
loc, -10.98%, 6.36, 2.39, 27, 395.0, 79, 33, 313, 202104051820, negatif
ring, -2.35%, 0.186507, 1.93, 16, 50.0, 52, 27, 325, 202104051820, negatif
ast, -3.05%, 0.563509, 1.96, 17, 88.0, 55, 28, 327, 202104051820, negatif
meme, -5.01%, 2941.00, 2.8, 6, 88.0, 14, 5, 332, 202104051820, negatif
tru, -3.63%, 0.4648, 1.93, 15, 303.0, 58, 30, 367, 202104051820, negatif
game, -0.64%, 0.385618, 2.29, 10, 78.0, 39, 17, 390, 202104051820, negatif
any, 0.72%, 2.79, 2.41, 21, 79.0, 65, 27, 393, 202104051820, positif
pro, -8.14%, 0.736161, 1.92, 68, 924.0, 196, 102, 394, 202104051820, negatif
pai, 3.06%, 0.031799, 2.27, 6, 14.0, 25, 11, 401, 202104051820, positif
sha, 2.75%, 0.012516, 1.88, 12, 103.0, 32, 17, 434, 202104051820, positif
for, -14.17%, 0.084747, 2.19, 87, 783.0, 283, 129, 435, 202104051820, negatif
met, 2.54%, 3.05, 2.6, 8, 143.0, 13, 5, 441, 202104051820, positif
pay, -3.81%, 0.1541, 2.0, 11, 58.0, 38, 19, 450, 202104051820, negatif
ost, -1.89%, 0.040218, 1.63, 19, 110.0, 67, 41, 453, 202104051820, negatif
polk, -14.44%, 2.25, 4.8, 8, 43.0, 24, 5, 455, 202104051820, negatif
block, 2.15%, 3.45, 3.53, 18, 326.0, 60, 17, 466, 202104051820, positif
new, 3.38%, 0.001223, 3.66, 41, 835.0, 150, 41, 471, 202104051820, positif
man, 6.48%, 0.100192, 2.14, 22, 242.0, 92, 43, 487, 202104051820, positif
act, -7.25%, 0.020396, 3.55, 27, 340.0, 117, 33, 494, 202104051820, negatif
