btc, 2.56%, 57437.62, 2.73, 19, 97.0, 41, 15, 1, 202103292234, positif
eth, 5.54%, 1810.15, 2.8, 33, 123.0, 70, 25, 2, 202103292234, positif
bnb, -1.35%, 272.11, 1.14, 8, 55.0, 16, 14, 3, 202103292234, negatif
ada, 0.65%, 1.20, 5.2, 11, 34.0, 26, 5, 5, 202103292234, positif
dot, 3.68%, 33.95, 2.8, 6, 0.0, 14, 5, 6, 202103292234, positif
xrp, 1.43%, 0.56109, 2.57, 6, 4.0, 18, 7, 7, 202103292234, positif
uni, 1.52%, 28.96, 3.65, 18, 537.0, 62, 17, 8, 202103292234, positif
ltc, 4.88%, 194.00, 2.56, 8, 21.0, 23, 9, 10, 202103292234, positif
fil, -4.91%, 125.48, 2.0, 8, 370.0, 16, 8, 17, 202103292234, negatif
doge, -0.80%, 0.053907, 3.6, 6, 25.0, 18, 5, 18, 202103292234, negatif
cro, 6.00%, 0.212613, 2.78, 6, 582.0, 25, 9, 21, 202103292234, positif
sol, 7.53%, 18.74, 1.3, 11, 95.0, 26, 20, 22, 202103292234, positif
dai, -0.06%, 1.00, 0.57, 12, 2265.0, 20, 35, 40, 202103292234, negatif
cake, -3.90%, 17.07, 1.29, 7, 11.0, 18, 14, 45, 202103292234, negatif
matic, 14.87%, 0.390639, 1.77, 6, 112.0, 23, 13, 57, 202103292234, positif
comp, 8.42%, 397.92, 1.97, 22, 962.0, 57, 29, 60, 202103292234, positif
one, 13.18%, 0.19587, 2.76, 39, 535.0, 113, 41, 61, 202103292234, positif
ust, -0.18%, 0.9991, 1.91, 24, 328.0, 84, 44, 67, 202103292234, negatif
etc, 2.58%, 12.26, 1.46, 6, 133.0, 19, 13, 71, 202103292234, positif
uma, 4.00%, 22.89, 2.21, 6, 0.0, 31, 14, 72, 202103292234, positif
ont, 0.21%, 1.58, 2.41, 16, 147.0, 53, 22, 77, 202103292234, positif
ren, 9.51%, 1.08, 1.55, 34, 334.0, 85, 55, 85, 202103292234, positif
dent, 5.36%, 0.010717, 1.05, 8, 259.0, 22, 21, 88, 202103292234, positif
rep, 2.56%, 37.22, 1.95, 11, 43.0, 39, 20, 137, 202103292234, positif
fun, 9.59%, 0.039062, 2.44, 15, 819.0, 61, 25, 140, 202103292234, positif
tel, 17.92%, 0.007564, 2.05, 12, 513.0, 39, 19, 142, 202103292234, positif
bal, 4.62%, 54.52, 1.15, 15, 2211.0, 30, 26, 144, 202103292234, positif
ant, -4.63%, 9.37, 1.94, 22, 819.0, 64, 33, 145, 202103292234, negatif
kin, 22.40%, 0.000237, 2.41, 24, 274.0, 77, 32, 148, 202103292234, positif
ark, 15.55%, 2.21, 1.24, 39, 1756.0, 89, 72, 167, 202103292234, positif
trac, -4.93%, 0.726055, 2.5, 8, 64.0, 30, 12, 180, 202103292234, negatif
rif, 3.84%, 0.34466, 2.0, 6, 15.0, 14, 7, 185, 202103292234, positif
sys, 2.70%, 0.364749, 1.04, 16, 316.0, 28, 27, 197, 202103292234, positif
anc, 5.34%, 4.77, 2.34, 74, 1228.0, 166, 71, 199, 202103292234, positif
lon, 9.00%, 7.75, 3.36, 11, 106.0, 37, 11, 226, 202103292234, positif
data, -0.93%, 0.164292, 1.27, 8, 142.0, 14, 11, 250, 202103292234, negatif
vid, 6.46%, 0.884454, 2.55, 15, 576.0, 51, 20, 260, 202103292234, positif
win, -0.70%, 0.00037, 3.58, 16, 54.0, 86, 24, 276, 202103292234, negatif
dia, -5.23%, 3.57, 1.35, 12, 485.0, 31, 23, 296, 202103292234, negatif
key, 0.84%, 0.023192, 3.08, 15, 439.0, 37, 12, 299, 202103292234, positif
ast, 1.60%, 0.672, 3.39, 15, 31.0, 61, 18, 300, 202103292234, positif
ring, 6.95%, 0.19038, 1.4, 14, 256.0, 35, 25, 313, 202103292234, positif
loc, 23.73%, 4.76, 1.9, 30, 276.0, 76, 40, 344, 202103292234, positif
tru, 8.98%, 0.4504, 1.43, 10, 293.0, 33, 23, 367, 202103292234, positif
game, 0.66%, 0.418616, 1.53, 16, 73.0, 52, 34, 371, 202103292234, positif
any, -2.26%, 3.03, 3.2, 20, 161.0, 64, 20, 381, 202103292234, negatif
pro, -2.61%, 0.724944, 2.06, 61, 2594.0, 177, 86, 389, 202103292234, negatif
for, 7.56%, 0.077485, 2.2, 130, 2746.0, 424, 193, 439, 202103292234, positif
sha, 0.96%, 0.010782, 1.97, 19, 523.0, 59, 30, 443, 202103292234, positif
met, 4.86%, 2.78, 1.78, 15, 353.0, 41, 23, 445, 202103292234, positif
pay, 6.98%, 0.1595, 3.0, 9, 61.0, 21, 7, 446, 202103292234, positif
polk, 1.05%, 2.29, 2.6, 7, 9.0, 26, 10, 452, 202103292234, positif
via, -19.15%, 1.31, 6.0, 6, 115.0, 18, 3, 454, 202103292234, negatif
block, 15.47%, 3.90, 1.91, 21, 121.0, 44, 23, 456, 202103292234, positif
ost, 7.51%, 0.03855, 1.67, 16, 585.0, 55, 33, 457, 202103292234, positif
man, 9.34%, 0.105916, 2.0, 21, 532.0, 78, 39, 471, 202103292234, positif
new, 15.81%, 0.001062, 2.87, 47, 1006.0, 172, 60, 477, 202103292234, positif
trade, 0.82%, 0.738, 2.2, 16, 28.0, 55, 25, 483, 202103292234, positif
hot, 8.01%, 0.028593, 4.18, 14, 327.0, 46, 11, 489, 202103292234, positif
