btc, -2.70%, 56829.45, 1.78, 19, 52.0, 48, 27, 1, 202104071414, negatif
eth, -5.06%, 1996.25, 2.09, 34, 379.0, 94, 45, 2, 202104071414, negatif
bnb, -4.68%, 369.84, 2.27, 14, 134.0, 34, 15, 3, 202104071414, negatif
usdt, -0.12%, 0.99916, 2.89, 6, 69.0, 26, 9, 4, 202104071414, negatif
xrp, -8.60%, 0.93248, 1.44, 11, 41.0, 26, 18, 5, 202104071414, negatif
dot, -10.41%, 39.26, 3.78, 9, 152.0, 34, 9, 7, 202104071414, negatif
uni, -6.34%, 28.99, 2.4, 16, 142.0, 60, 25, 8, 202104071414, negatif
link, -1.08%, 31.68, 5.67, 10, 37.0, 17, 3, 10, 202104071414, negatif
doge, -0.10%, 0.059088, 6.0, 6, 7.0, 18, 3, 19, 202104071414, negatif
sol, 8.66%, 24.21, 3.93, 15, 49.0, 59, 15, 21, 202104071414, positif
cro, -11.04%, 0.191215, 3.67, 13, 49.0, 33, 9, 24, 202104071414, negatif
algo, -7.90%, 1.31, 1.44, 6, 184.0, 13, 9, 39, 202104071414, negatif
dai, -0.05%, 1.00, 0.72, 11, 22.0, 18, 25, 40, 202104071414, negatif
comp, -9.50%, 446.48, 1.85, 15, 78.0, 37, 20, 49, 202104071414, negatif
ust, -0.45%, 0.997, 1.8, 29, 115.0, 124, 69, 65, 202104071414, negatif
ont, -3.60%, 1.86, 2.04, 29, 124.0, 96, 47, 70, 202104071414, negatif
dent, -3.71%, 0.014211, 0.81, 10, 32.0, 21, 26, 79, 202104071414, negatif
one, -14.44%, 0.128427, 2.12, 38, 303.0, 127, 60, 84, 202104071414, negatif
ren, -6.54%, 1.00, 1.73, 40, 96.0, 104, 60, 92, 202104071414, negatif
win, -18.85%, 0.001665, 2.43, 20, 63.0, 102, 42, 120, 202104071414, negatif
kin, -20.02%, 0.000329, 2.35, 30, 58.0, 115, 49, 125, 202104071414, negatif
rep, -4.03%, 41.39, 1.88, 13, 105.0, 45, 24, 131, 202104071414, negatif
ant, -16.17%, 11.44, 2.06, 21, 101.0, 68, 33, 132, 202104071414, negatif
fun, -17.65%, 0.040982, 3.08, 20, 89.0, 74, 24, 137, 202104071414, negatif
tel, -5.44%, 0.006964, 3.17, 7, 19.0, 19, 6, 146, 202104071414, negatif
orn, -7.82%, 16.94, 1.0, 6, 31.0, 14, 14, 148, 202104071414, negatif
bal, -13.56%, 50.67, 1.14, 17, 164.0, 32, 28, 149, 202104071414, negatif
trac, -8.16%, 0.76297, 2.5, 14, 25.0, 70, 28, 175, 202104071414, negatif
ark, -10.75%, 2.03, 1.04, 29, 379.0, 77, 74, 180, 202104071414, negatif
anc, 2.92%, 5.08, 1.92, 50, 601.0, 138, 72, 182, 202104071414, positif
rif, -6.13%, 0.358565, 1.67, 6, 79.0, 20, 12, 184, 202104071414, negatif
coti, -9.49%, 0.37571, 2.14, 6, 18.0, 15, 7, 185, 202104071414, negatif
sys, 1.80%, 0.38539, 1.8, 9, 20.0, 27, 15, 192, 202104071414, positif
ray, -7.52%, 8.85, 10.0, 10, 37.0, 20, 2, 199, 202104071414, negatif
spi, 3.59%, 227.90, 0.68, 11, 27.0, 13, 19, 201, 202104071414, positif
vid, 17.63%, 0.942121, 2.33, 7, 21.0, 28, 12, 255, 202104071414, positif
pha, -14.64%, 0.776042, 7.0, 6, 141.0, 14, 2, 259, 202104071414, negatif
dia, -5.27%, 4.28, 3.4, 7, 33.0, 17, 5, 276, 202104071414, negatif
key, -8.24%, 0.022801, 1.62, 6, 3.0, 13, 8, 306, 202104071414, negatif
ring, -14.19%, 0.1948, 1.24, 16, 49.0, 36, 29, 323, 202104071414, negatif
loc, -24.91%, 5.94, 2.18, 24, 275.0, 74, 34, 326, 202104071414, negatif
ast, -15.42%, 0.459, 1.77, 16, 61.0, 55, 31, 364, 202104071414, negatif
tru, -13.56%, 0.4129, 1.43, 10, 41.0, 43, 30, 383, 202104071414, negatif
pro, -3.73%, 0.717155, 2.16, 35, 321.0, 121, 56, 402, 202104071414, negatif
polk, -7.93%, 2.13, 2.77, 9, 152.0, 36, 13, 406, 202104071414, negatif
game, -7.70%, 0.341819, 1.94, 6, 8.0, 31, 16, 407, 202104071414, negatif
any, -9.39%, 2.51, 2.0, 13, 153.0, 48, 24, 411, 202104071414, negatif
sha, -13.72%, 0.013303, 2.22, 6, 8.0, 20, 9, 428, 202104071414, negatif
met, 2.20%, 3.30, 2.67, 6, 34.0, 24, 9, 436, 202104071414, positif
ost, -14.17%, 0.042604, 1.81, 21, 140.0, 65, 36, 450, 202104071414, negatif
pay, -6.51%, 0.1566, 1.82, 11, 52.0, 31, 17, 452, 202104071414, negatif
for, -13.96%, 0.072203, 2.04, 89, 353.0, 280, 137, 456, 202104071414, negatif
hit, -20.80%, 0.000476, 2.6, 13, 29.0, 39, 15, 461, 202104071414, negatif
via, -10.64%, 1.25, 1.94, 7, 32.0, 31, 16, 463, 202104071414, negatif
new, -12.18%, 0.001283, 2.37, 41, 336.0, 149, 63, 471, 202104071414, negatif
block, -6.14%, 3.21, 2.07, 20, 242.0, 58, 28, 480, 202104071414, negatif
ach, 7.94%, 0.013903, 1.69, 27, 75.0, 93, 55, 490, 202104071414, positif
man, 5.53%, 0.099282, 1.94, 24, 181.0, 95, 49, 496, 202104071414, positif
act, -27.52%, 0.02098, 2.2, 23, 167.0, 101, 46, 499, 202104071414, negatif
