btc, 0.42%, 59345.90, 1.57, 15, 654.0, 33, 21, 1, 202103312241, positif
eth, 0.55%, 1851.56, 1.63, 29, 630.0, 62, 38, 2, 202103312241, positif
bnb, 3.22%, 306.59, 4.17, 7, 12.0, 25, 6, 3, 202103312241, positif
ada, -2.14%, 1.19, 6.75, 15, 111.0, 54, 8, 5, 202103312241, negatif
uni, -2.81%, 27.99, 4.61, 21, 213.0, 83, 18, 8, 202103312241, negatif
ltc, -2.05%, 193.44, 1.77, 10, 540.0, 23, 13, 9, 202103312241, negatif
fil, 46.97%, 185.39, 1.55, 9, 44.0, 17, 11, 11, 202103312241, positif
cro, -3.14%, 0.210629, 3.58, 12, 26.0, 43, 12, 22, 202103312241, negatif
sol, -3.27%, 19.50, 2.25, 12, 126.0, 36, 16, 23, 202103312241, negatif
algo, -4.22%, 1.30, 1.09, 6, 64.0, 12, 11, 36, 202103312241, negatif
dai, 0.02%, 1.00, 0.62, 13, 134.0, 23, 37, 40, 202103312241, positif
comp, -3.58%, 394.99, 1.52, 20, 184.0, 47, 31, 56, 202103312241, negatif
one, -6.35%, 0.181537, 2.31, 53, 495.0, 178, 77, 65, 202103312241, negatif
ust, -0.30%, 0.998, 2.22, 32, 161.0, 133, 60, 69, 202103312241, negatif
etc, 3.86%, 13.42, 1.89, 8, 21.0, 17, 9, 70, 202103312241, positif
uma, 2.12%, 24.03, 2.21, 6, 76.0, 31, 14, 73, 202103312241, positif
ont, -1.84%, 1.58, 2.35, 17, 242.0, 61, 26, 76, 202103312241, negatif
dent, -5.26%, 0.013257, 1.0, 10, 30.0, 17, 17, 80, 202103312241, negatif
ren, -3.88%, 1.05, 1.53, 33, 119.0, 95, 62, 87, 202103312241, negatif
rep, -8.17%, 40.97, 1.71, 17, 107.0, 53, 31, 136, 202103312241, negatif
ant, -4.84%, 11.30, 1.81, 22, 229.0, 67, 37, 138, 202103312241, negatif
fun, -1.77%, 0.040415, 2.06, 19, 349.0, 66, 32, 142, 202103312241, negatif
bal, -2.18%, 56.09, 0.75, 20, 211.0, 33, 44, 147, 202103312241, negatif
ark, 16.11%, 3.00, 1.26, 45, 336.0, 93, 74, 148, 202103312241, positif
tel, -1.59%, 0.007207, 2.71, 9, 92.0, 19, 7, 152, 202103312241, negatif
kin, -6.31%, 0.000229, 2.2, 33, 680.0, 123, 56, 155, 202103312241, negatif
ava, 0.34%, 5.46, 1.29, 7, 74.0, 18, 14, 175, 202103312241, positif
sys, -6.21%, 0.380192, 1.04, 16, 166.0, 27, 26, 198, 202103312241, negatif
anc, -2.84%, 4.66, 2.1, 83, 798.0, 202, 96, 205, 202103312241, negatif
lon, 2.05%, 8.37, 3.7, 12, 97.0, 37, 10, 223, 202103312241, positif
rly, 16.84%, 1.26, 3.0, 6, 85.0, 12, 4, 241, 202103312241, positif
win, 21.78%, 0.000486, 3.12, 23, 192.0, 103, 33, 247, 202103312241, positif
vid, 5.32%, 0.956026, 2.75, 11, 104.0, 33, 12, 258, 202103312241, positif
dia, 3.27%, 3.89, 1.08, 8, 42.0, 14, 13, 292, 202103312241, positif
loc, 37.90%, 7.02, 3.11, 34, 1243.0, 118, 38, 299, 202103312241, positif
ring, -2.25%, 0.205073, 1.54, 11, 66.0, 20, 13, 312, 202103312241, negatif
key, -6.16%, 0.021822, 1.67, 12, 117.0, 20, 12, 313, 202103312241, negatif
ast, -3.56%, 0.63496, 1.4, 17, 84.0, 42, 30, 318, 202103312241, negatif
meme, 3.06%, 3230.00, 7.67, 6, 8.0, 23, 3, 325, 202103312241, positif
tru, 3.25%, 0.5052, 1.5, 6, 7.0, 12, 8, 354, 202103312241, positif
pro, 24.01%, 0.898262, 1.84, 63, 1435.0, 175, 95, 381, 202103312241, positif
easy, 6.11%, 26.41, 4.8, 7, 40.0, 24, 5, 384, 202103312241, positif
any, -4.22%, 2.95, 1.72, 24, 204.0, 62, 36, 387, 202103312241, negatif
game, -8.04%, 0.38466, 1.94, 7, 84.0, 33, 17, 388, 202103312241, negatif
pai, 1.23%, 0.031642, 4.17, 6, 41.0, 25, 6, 398, 202103312241, positif
for, 6.86%, 0.093931, 2.04, 116, 1014.0, 357, 175, 415, 202103312241, positif
met, 5.30%, 2.96, 1.2, 13, 64.0, 18, 15, 441, 202103312241, positif
pay, -13.30%, 0.1519, 1.7, 28, 575.0, 92, 54, 446, 202103312241, negatif
ost, 3.44%, 0.040342, 2.05, 11, 29.0, 43, 21, 448, 202103312241, positif
block, -1.57%, 3.59, 2.53, 26, 980.0, 86, 34, 461, 202103312241, negatif
sha, -8.08%, 0.009011, 2.8, 11, 186.0, 42, 15, 462, 202103312241, negatif
man, 0.58%, 0.106258, 1.98, 26, 428.0, 81, 41, 476, 202103312241, positif
trade, -2.83%, 0.755, 1.14, 10, 32.0, 24, 21, 485, 202103312241, negatif
new, -6.94%, 0.001019, 3.87, 47, 312.0, 178, 46, 488, 202103312241, negatif
ach, 55.99%, 0.013549, 1.54, 15, 151.0, 40, 26, 490, 202103312241, positif
act, 17.20%, 0.020799, 2.1, 26, 510.0, 88, 42, 492, 202103312241, positif
hot, -2.91%, 0.027554, 5.0, 9, 104.0, 25, 5, 493, 202103312241, negatif
