btc, -0.63%, 58726.32, 1.83, 24, 122.0, 55, 30, 1, 202103311712, negatif
eth, -0.18%, 1838.16, 1.5, 34, 275.0, 63, 42, 2, 202103311712, negatif
bnb, 3.69%, 307.99, 2.28, 11, 165.0, 41, 18, 3, 202103311712, positif
ada, -2.46%, 1.19, 6.0, 11, 540.0, 42, 7, 5, 202103311712, negatif
dot, 7.23%, 36.78, 3.67, 6, 31.0, 22, 6, 6, 202103311712, positif
xrp, -4.42%, 0.55029, 1.06, 7, 34.0, 18, 17, 7, 202103311712, negatif
uni, -2.72%, 28.02, 5.0, 18, 75.0, 65, 13, 8, 202103311712, negatif
ltc, -2.19%, 193.16, 1.38, 14, 95.0, 29, 21, 9, 202103311712, negatif
fil, 36.69%, 172.41, 1.08, 8, 216.0, 13, 12, 12, 202103311712, positif
cro, -4.42%, 0.207848, 4.55, 14, 88.0, 50, 11, 22, 202103311712, negatif
sol, -3.14%, 19.52, 2.5, 14, 98.0, 50, 20, 23, 202103311712, negatif
algo, -4.14%, 1.30, 1.56, 6, 80.0, 14, 9, 37, 202103311712, negatif
dai, -0.04%, 1.00, 0.59, 11, 203.0, 19, 32, 40, 202103311712, negatif
comp, -3.44%, 395.55, 1.55, 21, 674.0, 59, 38, 56, 202103311712, negatif
one, -4.62%, 0.184896, 2.22, 45, 802.0, 149, 67, 65, 202103311712, negatif
ust, 0.00%, 1.00, 2.32, 31, 648.0, 139, 60, 69, 202103311712, negatif
ont, -1.42%, 1.59, 2.56, 14, 76.0, 41, 16, 75, 202103311712, negatif
dent, -6.37%, 0.013102, 0.57, 6, 95.0, 8, 14, 80, 202103311712, negatif
ren, -7.16%, 1.02, 1.77, 38, 639.0, 113, 64, 88, 202103311712, negatif
ant, -4.80%, 11.31, 1.48, 31, 160.0, 95, 64, 135, 202103311712, negatif
rep, -10.17%, 40.08, 1.73, 12, 128.0, 38, 22, 139, 202103311712, negatif
fun, -2.55%, 0.040092, 2.52, 18, 125.0, 78, 31, 143, 202103311712, negatif
ark, 20.99%, 3.13, 1.35, 38, 108.0, 105, 78, 145, 202103311712, positif
bal, -2.72%, 55.78, 1.58, 19, 283.0, 52, 33, 148, 202103311712, negatif
tel, 0.41%, 0.007353, 2.08, 10, 52.0, 27, 13, 149, 202103311712, positif
kin, -6.63%, 0.000229, 2.48, 36, 727.0, 124, 50, 155, 202103311712, negatif
wan, -7.15%, 1.88, 1.82, 6, 19.0, 20, 11, 161, 202103311712, negatif
trac, -4.76%, 0.753494, 3.33, 6, 53.0, 30, 9, 181, 202103311712, negatif
sys, -5.47%, 0.38318, 1.03, 17, 185.0, 33, 32, 197, 202103311712, negatif
anc, -2.65%, 4.67, 2.1, 90, 1333.0, 229, 109, 205, 202103311712, negatif
lon, 1.38%, 8.32, 3.75, 23, 665.0, 75, 20, 223, 202103311712, positif
win, 18.67%, 0.000474, 2.84, 22, 273.0, 88, 31, 251, 202103311712, positif
vid, 4.30%, 0.946782, 3.3, 11, 59.0, 33, 10, 260, 202103311712, positif
dia, 0.88%, 3.80, 1.0, 7, 108.0, 12, 12, 296, 202103311712, positif
loc, 30.21%, 6.63, 2.95, 40, 821.0, 121, 41, 310, 202103311712, positif
key, -5.90%, 0.021883, 2.67, 9, 831.0, 8, 3, 312, 202103311712, negatif
ring, -2.36%, 0.204845, 1.81, 14, 52.0, 38, 21, 314, 202103311712, negatif
ast, -3.45%, 0.6357, 1.52, 25, 591.0, 67, 44, 316, 202103311712, negatif
tru, 8.09%, 0.5289, 1.45, 7, 43.0, 16, 11, 348, 202103311712, positif
any, -4.55%, 2.94, 1.97, 22, 82.0, 75, 38, 384, 202103311712, negatif
game, -9.18%, 0.379881, 1.82, 6, 11.0, 20, 11, 387, 202103311712, negatif
pai, 5.25%, 0.032897, 2.62, 9, 40.0, 34, 13, 392, 202103311712, positif
pro, -3.20%, 0.701208, 1.73, 65, 1005.0, 176, 102, 395, 202103311712, negatif
for, 7.42%, 0.09442, 2.0, 135, 1224.0, 410, 205, 416, 202103311712, positif
met, 0.59%, 2.83, 1.42, 9, 87.0, 17, 12, 442, 202103311712, positif
pay, -12.67%, 0.153, 1.54, 35, 126.0, 106, 69, 445, 202103311712, negatif
ost, 3.81%, 0.040487, 2.28, 15, 54.0, 66, 29, 447, 202103311712, positif
polk, -1.52%, 2.21, 2.4, 10, 41.0, 36, 15, 452, 202103311712, negatif
sha, -4.19%, 0.009392, 2.3, 16, 151.0, 46, 20, 457, 202103311712, negatif
block, -1.57%, 3.59, 2.51, 31, 288.0, 93, 37, 463, 202103311712, negatif
man, 1.86%, 0.107616, 1.95, 21, 107.0, 72, 37, 479, 202103311712, positif
new, -5.66%, 0.001033, 3.98, 56, 400.0, 215, 54, 485, 202103311712, negatif
ach, 52.14%, 0.013215, 1.86, 15, 84.0, 41, 22, 486, 202103311712, positif
trade, -4.63%, 0.741, 1.69, 16, 66.0, 49, 29, 488, 202103311712, negatif
act, 10.79%, 0.01966, 2.16, 27, 423.0, 97, 45, 492, 202103311712, positif
hot, -2.95%, 0.027543, 7.0, 13, 135.0, 35, 5, 493, 202103311712, negatif
