btc,59200.01,59345.9,-0.25,202103311812,4,47.0,55.0,33.0,-65.0
eth,1847.38,1851.56,-0.23,202103311812,4,10.0,0.0,5.0,-43.0
bnb,307.28,306.59,0.23,202103311812,4,57.0,48.0,117.0,200.0
ada,1.19,1.19,0.0,202103311812,4,-13.0,-7.0,-12.0,-22.0
uni,28.05,27.99,0.21,202103311812,4,-10.0,-2.0,0.0,-55.0
ltc,193.05,193.44,-0.2,202103311812,4,30.0,26.0,54.0,-85.0
fil,181.32,185.39,-2.2,202103311812,4,11.0,6.0,36.0,289.0
cro,0.210154,0.210629,-0.23,202103311812,4,8.0,9.0,-8.0,208.0
sol,19.57,19.5,0.36,202103311812,4,17.0,39.0,19.0,-26.0
dai,1.0,1.0,0.0,202103311812,4,-38.0,-57.0,-43.0,-18.0
comp,394.49,394.99,-0.13,202103311812,4,0.0,15.0,6.0,35.0
one,0.181744,0.181537,0.11,202103311812,4,-8.0,-4.0,-18.0,5.0
ust,0.998,0.998,0.0,202103311812,4,9.0,17.0,2.0,94.0
etc,13.4,13.42,-0.15,202103311812,4,0.0,-18.0,-11.0,-19.0
uma,23.85,24.03,-0.75,202103311812,4,0.0,-10.0,-29.0,-30.0
ont,1.57,1.58,-0.63,202103311812,4,-18.0,-30.0,-35.0,-48.0
dent,0.013211,0.013257,-0.35,202103311812,4,-40.0,-41.0,-35.0,427.0
ren,1.04,1.05,-0.95,202103311812,4,3.0,2.0,-8.0,57.0
rep,40.44,40.97,-1.29,202103311812,4,-6.0,8.0,-6.0,471.0
ant,11.21,11.3,-0.8,202103311812,4,50.0,54.0,62.0,49.0
fun,0.040256,0.040415,-0.39,202103311812,4,5.0,39.0,6.0,-69.0
ark,3.03,3.0,1.0,202103311812,4,-9.0,13.0,3.0,-9.0
bal,55.87,56.09,-0.39,202103311812,4,-10.0,42.0,-36.0,-2.0
tel,0.007301,0.007207,1.3,202103311812,4,22.0,79.0,71.0,-15.0
kin,0.000229,0.000229,0.0,202103311812,4,3.0,-2.0,2.0,-51.0
sys,0.380038,0.380192,-0.04,202103311812,4,0.0,7.0,23.0,34.0
anc,4.66,4.66,0.0,202103311812,4,11.0,17.0,6.0,-10.0
lon,8.37,8.37,0.0,202103311812,4,50.0,70.0,110.0,7.0
win,0.000483,0.000486,-0.62,202103311812,4,4.0,-2.0,6.0,-47.0
vid,0.956026,0.956026,0.0,202103311812,4,18.0,39.0,-33.0,-4.0
dia,3.88,3.89,-0.26,202103311812,4,-25.0,-21.0,-23.0,-21.0
loc,7.02,7.02,0.0,202103311812,4,32.0,16.0,13.0,-27.0
key,0.02193,0.021822,0.49,202103311812,4,-33.0,-65.0,-25.0,372.0
ring,0.204279,0.205073,-0.39,202103311812,4,0.0,75.0,31.0,841.0
ast,0.6302,0.63496,-0.75,202103311812,4,18.0,0.0,0.0,629.0
tru,0.509,0.5052,0.75,202103311812,4,50.0,75.0,62.0,957.0
any,2.98,2.95,1.02,202103311812,4,-8.0,-6.0,-14.0,-12.0
game,0.382778,0.38466,-0.49,202103311812,4,43.0,55.0,6.0,35.0
pro,0.784305,0.898262,-12.69,202103311812,4,5.0,9.0,20.0,-30.0
pai,0.0316,0.031642,-0.13,202103311812,4,0.0,-36.0,-33.0,-85.0
for,0.094274,0.093931,0.37,202103311812,4,19.0,20.0,23.0,20.0
met,2.93,2.96,-1.01,202103311812,4,-31.0,-11.0,-13.0,31.0
ost,0.040845,0.040342,1.25,202103311812,4,55.0,79.0,48.0,662.0
pay,0.1516,0.1519,-0.2,202103311812,4,14.0,11.0,22.0,-27.0
block,3.59,3.59,0.0,202103311812,4,35.0,16.0,9.0,-16.0
sha,0.008959,0.009011,-0.58,202103311812,4,18.0,12.0,33.0,-55.0
man,0.10926,0.106258,2.83,202103311812,4,-19.0,-1.0,-24.0,-28.0
trade,0.753,0.755,-0.26,202103311812,4,80.0,133.0,52.0,456.0
new,0.001024,0.001019,0.49,202103311812,4,21.0,28.0,28.0,10.0
ach,0.012797,0.013549,-5.55,202103311812,4,-7.0,18.0,-23.0,26.0
act,0.02016,0.020799,-3.07,202103311812,4,0.0,16.0,7.0,15.0
hot,0.027554,0.027554,0.0,202103311812,4,11.0,4.0,20.0,-59.0
btc,59345.9,58798.14,0.93,202103312241,-22,-29.0,-33.0,-12.0,354.0
