btc,57862.23,56829.45,1.82,157.0,100.0,50.0,238.0,202104061805,25
eth,2068.5,1996.25,3.62,100.0,75.0,120.0,267.0,202104061805,25
bnb,381.14,369.84,3.06,-25.0,123.0,120.0,-96.0,202104061805,25
xrp,0.92301,0.93248,-1.02,71.0,44.0,67.0,24.0,202104061805,25
ada,1.24,1.2,3.33,-14.0,-30.0,-46.0,-91.0,202104061805,25
uni,30.82,28.99,6.31,27.0,19.0,55.0,-77.0,202104061805,25
fil,168.76,143.88,17.29,-25.0,-9.0,0.0,13.0,202104061805,25
sol,22.28,24.21,-7.97,8.0,-10.0,-52.0,-29.0,202104061805,25
cro,0.207759,0.191215,8.65,120.0,113.0,212.0,336.0,202104061805,25
dai,1.0,1.0,0.0,14.0,29.0,38.0,-74.0,202104061805,25
comp,484.6,446.48,8.54,29.0,46.0,0.0,72.0,202104061805,25
ust,0.999,0.997,0.2,29.0,23.0,11.0,-47.0,202104061805,25
uma,25.7,23.03,11.59,-14.0,0.0,7.0,-84.0,202104061805,25
ont,1.84,1.86,-1.08,14.0,35.0,36.0,68.0,202104061805,25
dent,0.015612,0.014211,9.86,30.0,27.0,38.0,-57.0,202104061805,25
one,0.140027,0.128427,9.03,36.0,41.0,6.0,1.0,202104061805,25
ren,1.08,1.0,8.0,75.0,80.0,112.0,-61.0,202104061805,25
kin,0.000418,0.000329,27.05,41.0,62.0,76.0,-77.0,202104061805,25
win,0.002009,0.001665,20.66,10.0,3.0,2.0,-80.0,202104061805,25
ant,13.29,11.44,16.17,16.0,69.0,7.0,-64.0,202104061805,25
fun,0.046941,0.040982,14.54,26.0,53.0,-13.0,-39.0,202104061805,25
rep,43.63,41.39,5.41,18.0,-2.0,7.0,-86.0,202104061805,25
bal,57.29,50.67,13.06,20.0,68.0,18.0,-49.0,202104061805,25
tel,0.007237,0.006964,3.92,-27.0,-42.0,11.0,-87.0,202104061805,25
trac,0.813714,0.76297,6.65,62.0,105.0,100.0,376.0,202104061805,25
ark,2.2,2.03,8.37,81.0,99.0,87.0,-37.0,202104061805,25
ava,5.32,5.12,3.91,17.0,5.0,50.0,-8.0,202104061805,25
rif,0.362119,0.358565,0.99,0.0,71.0,250.0,-58.0,202104061805,25
anc,4.94,5.08,-2.76,18.0,11.0,9.0,-51.0,202104061805,25
sys,0.36685,0.38539,-4.81,12.0,36.0,-31.0,-76.0,202104061805,25
spi,219.92,227.9,-3.5,7.0,18.0,-3.0,-73.0,202104061805,25
dia,4.44,4.28,3.74,100.0,67.0,112.0,-64.0,202104061805,25
vid,0.797779,0.942121,-15.32,88.0,117.0,178.0,-11.0,202104061805,25
loc,7.92,5.94,33.33,144.0,135.0,97.0,-74.0,202104061805,25
key,0.023395,0.022801,2.61,-44.0,-31.0,9.0,-75.0,202104061805,25
ring,0.218102,0.1948,11.96,-25.0,-28.0,-19.0,-86.0,202104061805,25
ast,0.5323,0.459,15.97,12.0,29.0,30.0,-44.0,202104061805,25
tru,0.4722,0.4129,14.36,60.0,32.0,82.0,-66.0,202104061805,25
pro,0.742681,0.717155,3.56,36.0,72.0,29.0,-42.0,202104061805,25
game,0.358805,0.341819,4.97,50.0,29.0,14.0,-65.0,202104061805,25
any,2.68,2.51,6.77,0.0,-11.0,-42.0,-92.0,202104061805,25
sha,0.015006,0.013303,12.8,20.0,56.0,21.0,41.0,202104061805,25
hit,0.000626,0.000476,31.51,150.0,410.0,217.0,-70.0,202104061805,25
met,3.26,3.3,-1.21,-50.0,-36.0,-35.0,-74.0,202104061805,25
ost,0.046871,0.042604,10.02,109.0,79.0,-8.0,85.0,202104061805,25
for,0.079807,0.072203,10.53,16.0,29.0,13.0,-64.0,202104061805,25
pay,0.1626,0.1566,3.83,0.0,-46.0,-85.0,286.0,202104061805,25
new,0.001347,0.001283,4.99,18.0,8.0,15.0,22.0,202104061805,25
block,3.39,3.21,5.61,133.0,118.0,114.0,-82.0,202104061805,25
act,0.025312,0.02098,20.65,23.0,52.0,21.0,-49.0,202104061805,25
btc,56829.45,59026.38,-3.72,-61.0,-47.0,-43.0,-57.0,202104071901,-30
eth,1996.25,2114.74,-5.6,-57.0,-50.0,-64.0,-92.0,202104071901,-30
bnb,369.84,375.18,-1.42,20.0,-43.0,0.0,25.0,202104071901,-30
xrp,0.93248,0.75663,23.24,-53.0,-30.0,-44.0,-78.0,202104071901,-30
ada,1.2,1.21,-0.83,-42.0,-5.0,18.0,256.0,202104071901,-30
uni,28.99,30.96,-6.36,-42.0,-34.0,-48.0,-69.0,202104071901,-30
fil,143.88,178.91,-19.58,14.0,-15.0,14.0,-58.0,202104071901,-30
sol,24.21,24.33,-0.49,-14.0,-15.0,28.0,-64.0,202104071901,-30
cro,0.191215,0.217739,-12.18,-50.0,-50.0,-62.0,-45.0,202104071901,-30
algo,1.31,1.39,-5.76,17.0,0.0,0.0,-13.0,202104071901,-30
dai,1.0,1.0,0.0,-12.0,-22.0,-26.0,49.0,202104071901,-30
comp,446.48,516.97,-13.64,-25.0,-26.0,-6.0,-88.0,202104071901,-30
ust,0.997,0.9997,-0.27,-20.0,-8.0,12.0,2.0,202104071901,-30
ont,1.86,1.83,1.64,-9.0,-21.0,-19.0,-66.0,202104071901,-30
uma,23.03,25.73,-10.49,-12.0,-6.0,0.0,-21.0,202104071901,-30
dent,0.014211,0.021145,-32.79,25.0,47.0,44.0,2.0,202104071901,-30
one,0.128427,0.162318,-20.88,-28.0,-30.0,-25.0,-58.0,202104071901,-30
ren,1.0,1.06,-5.66,-43.0,-43.0,-55.0,-27.0,202104071901,-30
win,0.001665,0.002215,-24.83,-12.0,6.0,11.0,345.0,202104071901,-30
kin,0.000329,0.000502,-34.46,-10.0,-17.0,-15.0,107.0,202104071901,-30
rep,41.39,42.06,-1.59,-27.0,-12.0,-13.0,-66.0,202104071901,-30
ant,11.44,12.48,-8.33,-24.0,-35.0,16.0,72.0,202104071901,-30
fun,0.040982,0.05407,-24.21,-14.0,-38.0,9.0,-24.0,202104071901,-30
tel,0.006964,0.008028,-13.25,0.0,0.0,-47.0,425.0,202104071901,-30
bal,50.67,60.37,-16.07,0.0,-22.0,0.0,86.0,202104071901,-30
trac,0.76297,0.804045,-5.11,-33.0,-37.0,0.0,-94.0,202104071901,-30
ark,2.03,2.47,-17.81,-48.0,-45.0,-45.0,56.0,202104071901,-30
ava,5.12,5.34,-4.12,0.0,12.0,-9.0,62.0,202104071901,-30
anc,5.08,4.7,8.09,-13.0,-8.0,4.0,-22.0,202104071901,-30
rif,0.358565,0.353669,1.38,0.0,-26.0,-56.0,-28.0,202104071901,-30
sys,0.38539,0.371807,3.65,-20.0,-39.0,-7.0,-6.0,202104071901,-30
spi,227.9,239.48,-4.84,0.0,-6.0,3.0,121.0,202104071901,-30
vid,0.942121,0.875136,7.65,-53.0,-52.0,-64.0,-80.0,202104071901,-30
dia,4.28,5.08,-15.75,-36.0,-20.0,-53.0,20.0,202104071901,-30
key,0.022801,0.027626,-17.47,33.0,45.0,38.0,-6.0,202104071901,-30
ring,0.1948,0.235665,-17.34,14.0,6.0,24.0,-43.0,202104071901,-30
loc,5.94,8.85,-32.88,-57.0,-54.0,-30.0,-19.0,202104071901,-30
ast,0.459,0.54139,-15.22,6.0,13.0,-4.0,7.0,202104071901,-30
tru,0.4129,0.509,-18.88,0.0,-26.0,6.0,325.0,202104071901,-30
pro,0.717155,0.808386,-11.29,-26.0,-32.0,-7.0,184.0,202104071901,-30
game,0.341819,0.366439,-6.72,-40.0,-21.0,-12.0,137.0,202104071901,-30
any,2.51,2.69,-6.69,29.0,32.0,108.0,-24.0,202104071901,-30
sha,0.013303,0.015983,-16.77,-9.0,-6.0,-30.0,-93.0,202104071901,-30
met,3.3,3.25,1.54,23.0,62.0,53.0,18.0,202104071901,-30
ost,0.042604,0.046029,-7.44,-48.0,-39.0,33.0,-39.0,202104071901,-30
pay,0.1566,0.1617,-3.15,-30.0,4.0,150.0,-21.0,202104071901,-30
for,0.072203,0.089202,-19.06,-16.0,-15.0,-15.0,-18.0,202104071901,-30
hit,0.000476,0.000572,-16.78,-57.0,-74.0,-71.0,11.0,202104071901,-30
new,0.001283,0.001419,-9.58,-6.0,16.0,9.0,-51.0,202104071901,-30
block,3.21,3.44,-6.69,-45.0,-34.0,-8.0,-15.0,202104071901,-30
man,0.099282,0.098721,0.57,-11.0,-16.0,5.0,106.0,202104071901,-30
act,0.02098,0.025335,-17.19,-19.0,-29.0,16.0,-49.0,202104071901,-30
btc,59026.38,58485.84,0.92,29.0,16.0,75.0,-22.0,202104061313,3
eth,2114.74,2106.78,0.38,10.0,20.0,19.0,246.0,202104061313,3
bnb,375.18,391.5,-4.17,11.0,0.0,-17.0,305.0,202104061313,3
usdt,1.0,1.0,0.0,0.0,22.0,100.0,844.0,202104061313,3
dot,44.21,43.81,0.91,13.0,32.0,57.0,150.0,202104061313,3
ada,1.21,1.2,0.83,50.0,62.0,38.0,-87.0,202104061313,3
xrp,0.75663,1.04,-27.25,7.0,-4.0,0.0,264.0,202104061313,3
uni,30.96,31.01,-0.16,12.0,20.0,5.0,165.0,202104061313,3
link,31.62,32.06,-1.37,-40.0,-35.0,-50.0,-40.0,202104061313,3
fil,178.91,173.44,3.15,17.0,30.0,-12.0,58.0,202104061313,3
btt,0.0116,0.008889,30.5,33.0,50.0,40.0,562.0,202104061313,3
sol,24.33,22.51,8.09,27.0,45.0,29.0,294.0,202104061313,3
cro,0.217739,0.215274,1.15,-17.0,-26.0,-28.0,-31.0,202104061313,3
algo,1.39,1.43,-2.8,-14.0,-21.0,-27.0,29.0,202104061313,3
dai,1.0,1.0,0.0,-6.0,0.0,-2.0,86.0,202104061313,3
comp,516.97,493.82,4.69,4.0,1.0,6.0,880.0,202104061313,3
dent,0.021145,0.014978,41.17,14.0,50.0,0.0,512.0,202104061313,3
ust,0.9997,0.998,0.17,15.0,16.0,21.0,53.0,202104061313,3
uma,25.73,27.2,-5.4,33.0,3.0,-7.0,1309.0,202104061313,3
one,0.162318,0.151487,7.15,17.0,22.0,31.0,234.0,202104061313,3
ont,1.83,1.93,-5.18,-15.0,-15.0,-16.0,134.0,202104061313,3
cel,5.95,6.63,-10.26,0.0,20.0,100.0,0.0,202104061313,3
ren,1.06,1.08,-1.85,8.0,-8.0,12.0,88.0,202104061313,3
kin,0.000502,0.000422,18.96,-19.0,-17.0,-24.0,70.0,202104061313,3
win,0.002215,0.00217,2.07,0.0,-4.0,3.0,99.0,202104061313,3
fun,0.05407,0.049498,9.24,-21.0,-21.0,-20.0,-47.0,202104061313,3
ant,12.48,13.8,-9.57,14.0,7.0,19.0,113.0,202104061313,3
