btc,59200.01,58929.68,0.46,5.0,13.0,-15.0,209.0,202103311812,-21
eth,1847.38,1841.06,0.34,-16.0,-28.0,25.0,-52.0,202103311812,-21
ada,1.19,1.22,-2.46,-13.0,22.0,-46.0,-19.0,202103311812,-21
uni,28.05,28.59,-1.89,-39.0,-32.0,-40.0,-84.0,202103311812,-21
ltc,193.05,196.57,-1.79,8.0,26.0,-13.0,73.0,202103311812,-21
fil,181.32,146.9,23.43,0.0,6.0,25.0,-68.0,202103311812,-21
doge,0.053519,0.054223,-1.3,-14.0,-42.0,-42.0,-40.0,202103311812,-21
cro,0.210154,0.214926,-2.22,-35.0,-32.0,-52.0,-89.0,202103311812,-21
sol,19.57,19.63,-0.31,100.0,212.0,19.0,210.0,202103311812,-21
dai,1.0,1.0,0.0,-47.0,-68.0,-49.0,-89.0,202103311812,-21
comp,394.49,404.3,-2.43,-39.0,-37.0,-27.0,-84.0,202103311812,-21
one,0.181744,0.189737,-4.21,-16.0,-1.0,-6.0,-31.0,202103311812,-21
ust,0.998,1.0,-0.2,3.0,13.0,7.0,-77.0,202103311812,-21
etc,13.4,12.91,3.8,33.0,0.0,-20.0,70.0,202103311812,-21
uma,23.85,23.2,2.8,-14.0,-28.0,-41.0,121.0,202103311812,-21
ont,1.57,1.62,-3.09,-33.0,-48.0,-50.0,-58.0,202103311812,-21
ren,1.04,1.08,-3.7,-15.0,18.0,2.0,-46.0,202103311812,-21
rep,40.44,41.87,-3.42,7.0,4.0,4.0,1147.0,202103311812,-21
ant,11.21,11.79,-4.92,3.0,43.0,5.0,-78.0,202103311812,-21
fun,0.040256,0.041134,-2.13,18.0,19.0,13.0,-80.0,202103311812,-21
ark,3.03,2.9,4.48,-13.0,-15.0,-16.0,-58.0,202103311812,-21
bal,55.87,57.14,-2.22,12.0,34.0,-3.0,-89.0,202103311812,-21
tel,0.007301,0.007252,0.68,22.0,62.0,-8.0,-81.0,202103311812,-21
kin,0.000229,0.000229,0.0,-11.0,-6.0,2.0,-65.0,202103311812,-21
trac,0.745761,0.758516,-1.68,0.0,2.0,-8.0,-18.0,202103311812,-21
sys,0.380038,0.398937,-4.74,60.0,32.0,68.0,-56.0,202103311812,-21
anc,4.66,4.8,-2.92,7.0,0.0,-12.0,-62.0,202103311812,-21
lon,8.37,8.22,1.82,-33.0,-46.0,-40.0,-53.0,202103311812,-21
win,0.000483,0.0004,20.75,20.0,-9.0,13.0,-89.0,202103311812,-21
vid,0.956026,0.898089,6.45,0.0,-6.0,-33.0,-81.0,202103311812,-21
dia,3.88,3.72,4.3,-57.0,-67.0,-50.0,-88.0,202103311812,-21
loc,7.02,5.32,31.95,12.0,25.0,-2.0,8.0,202103311812,-21
key,0.02193,0.022588,-2.91,-43.0,-61.0,-31.0,185.0,202103311812,-21
ring,0.204279,0.204249,0.01,-31.0,-27.0,-39.0,209.0,202103311812,-21
ast,0.6302,0.6464,-2.51,-31.0,-53.0,-27.0,46.0,202103311812,-21
tru,0.509,0.4729,7.63,-10.0,-46.0,-50.0,-42.0,202103311812,-21
any,2.98,3.03,-1.65,-15.0,-18.0,-22.0,-84.0,202103311812,-21
game,0.382778,0.405424,-5.59,-41.0,-18.0,-42.0,-62.0,202103311812,-21
pro,0.784305,0.709723,10.51,-25.0,-30.0,-13.0,-36.0,202103311812,-21
for,0.094274,0.087806,7.37,-5.0,-4.0,2.0,-64.0,202103311812,-21
met,2.93,2.8,4.64,-31.0,-45.0,-19.0,-73.0,202103311812,-21
ost,0.040845,0.038456,6.21,-23.0,-25.0,-33.0,-29.0,202103311812,-21
pay,0.1516,0.1679,-9.71,-29.0,0.0,-6.0,-76.0,202103311812,-21
polk,2.2,2.12,3.77,12.0,10.0,150.0,212.0,202103311812,-21
block,3.59,3.75,-4.27,25.0,61.0,19.0,412.0,202103311812,-21
sha,0.008959,0.009548,-6.17,18.0,21.0,25.0,-69.0,202103311812,-21
man,0.10926,0.106753,2.35,-9.0,-21.0,-35.0,-56.0,202103311812,-21
trade,0.753,0.779,-3.34,38.0,27.0,78.0,154.0,202103311812,-21
new,0.001024,0.001054,-2.85,-14.0,-15.0,-20.0,-78.0,202103311812,-21
act,0.02016,0.018022,11.86,-16.0,6.0,-10.0,-52.0,202103311812,-21
hot,0.027554,0.027518,0.13,-63.0,-77.0,-62.0,-82.0,202103311812,-21
btc,58929.68,59339.32,-0.69,31.0,5.0,65.0,37.0,202103302152,47
eth,1841.06,2052.72,-10.31,-5.0,-9.0,-33.0,13.0,202103302152,47
ada,1.22,1.21,0.83,36.0,141.0,62.0,-79.0,202103302152,47
uni,28.59,29.51,-3.12,41.0,45.0,36.0,-7.0,202103302152,47
ltc,196.57,206.6,-4.85,100.0,360.0,360.0,433.0,202103302152,47
fil,146.9,172.8,-14.99,-44.0,-45.0,-59.0,242.0,202103302152,47
doge,0.054223,0.058642,-7.54,-46.0,-35.0,140.0,222.0,202103302152,47
dai,1.0,1.0,0.0,15.0,24.0,5.0,726.0,202103302152,47
comp,404.3,469.87,-13.95,94.0,72.0,88.0,760.0,202103302152,47
one,0.189737,0.170927,11.0,29.0,25.0,60.0,67.0,202103302152,47
ust,1.0,1.0,0.0,17.0,18.0,30.0,295.0,202103302152,47
uma,23.2,24.75,-6.26,0.0,18.0,21.0,-72.0,202103302152,47
ont,1.62,1.74,-6.9,-9.0,8.0,6.0,27.0,202103302152,47
ren,1.08,1.1,-1.82,-13.0,-17.0,-28.0,-9.0,202103302152,47
ant,11.79,11.67,1.03,88.0,29.0,171.0,611.0,202103302152,47
rep,41.87,40.1,4.41,7.0,17.0,12.0,-49.0,202103302152,47
fun,0.041134,0.04018,2.37,-32.0,-22.0,-30.0,90.0,202103302152,47
bal,57.14,58.4,-2.16,33.0,192.0,16.0,1122.0,202103302152,47
tel,0.007252,0.008567,-15.35,-10.0,-25.0,117.0,672.0,202103302152,47
ark,2.9,2.71,7.01,9.0,29.0,2.0,83.0,202103302152,47
kin,0.000229,0.000323,-29.1,46.0,45.0,70.0,364.0,202103302152,47
trac,0.758516,0.877683,-13.58,11.0,-14.0,-35.0,-41.0,202103302152,47
ava,5.19,5.58,-6.99,0.0,58.0,-8.0,129.0,202103302152,47
sys,0.398937,0.345426,15.49,-9.0,-8.0,46.0,204.0,202103302152,47
anc,4.8,4.44,8.11,18.0,33.0,51.0,97.0,202103302152,47
lon,8.22,7.34,11.99,125.0,147.0,483.0,131.0,202103302152,47
vid,0.898089,0.616117,45.77,-7.0,4.0,-33.0,311.0,202103302152,47
win,0.0004,0.000555,-27.93,-5.0,1.0,-11.0,537.0,202103302152,47
key,0.022588,0.021596,4.59,56.0,-10.0,18.0,4.0,202103302152,47
ast,0.6464,0.575408,12.34,71.0,39.0,8.0,-29.0,202103302152,47
ring,0.204249,0.187189,9.11,7.0,23.0,75.0,-16.0,202103302152,47
loc,5.32,6.36,-16.35,43.0,47.0,110.0,5.0,202103302152,47
tru,0.4729,0.4656,1.57,0.0,105.0,-7.0,115.0,202103302152,47
game,0.405424,0.388772,4.28,89.0,44.0,48.0,266.0,202103302152,47
any,3.03,2.82,7.45,13.0,3.0,48.0,312.0,202103302152,47
pro,0.709723,0.728228,-2.54,69.0,83.0,72.0,98.0,202103302152,47
for,0.087806,0.086061,2.03,43.0,47.0,51.0,120.0,202103302152,47
pay,0.1679,0.1551,8.25,462.0,538.0,600.0,13277.0,202103302152,47
met,2.8,3.06,-8.5,18.0,7.0,33.0,-68.0,202103302152,47
ost,0.038456,0.039755,-3.27,-21.0,40.0,5.0,-57.0,202103302152,47
sha,0.009548,0.013187,-27.6,-15.0,-13.0,33.0,55.0,202103302152,47
block,3.75,3.4,10.29,12.0,-10.0,72.0,-77.0,202103302152,47
polk,2.12,2.36,-10.17,-11.0,12.0,20.0,772.0,202103302152,47
man,0.106753,0.099216,7.6,-34.0,-23.0,-28.0,0.0,202103302152,47
new,0.001054,0.00127,-17.01,32.0,48.0,6.0,259.0,202103302152,47
act,0.018022,0.020682,-12.86,3.0,-17.0,4.0,113.0,202103302152,47
btc,59339.32,58245.03,1.88,-16.0,5.0,-20.0,-44.0,202104022050,-29
eth,2052.72,1816.55,13.0,38.0,36.0,33.0,431.0,202104022050,-29
bnb,343.28,303.69,13.04,55.0,-33.0,24.0,856.0,202104022050,-29
ada,1.21,1.19,1.68,-15.0,-62.0,-38.0,497.0,202104022050,-29
uni,29.51,27.97,5.51,-4.0,-14.0,-12.0,241.0,202104022050,-29
ltc,206.6,192.25,7.46,-25.0,-71.0,-62.0,-81.0,202104022050,-29
