btc,58610.37,57777.18,1.44,202103310124,12,5.0,-10.0,4.0,-83.0
eth,1837.67,1803.86,1.87,202103310124,12,33.0,33.0,3.0,169.0
bnb,308.49,295.82,4.28,202103310124,12,-33.0,4.0,18.0,321.0
ada,1.21,1.18,2.54,202103310124,12,0.0,-32.0,0.0,1171.0
uni,28.53,27.66,3.15,202103310124,12,7.0,1.0,3.0,119.0
ltc,194.96,189.51,2.88,202103310124,12,11.0,-16.0,25.0,-70.0
fil,149.71,154.36,-3.01,202103310124,12,0.0,-19.0,-12.0,-61.0
cro,0.213935,0.204483,4.62,202103310124,12,16.0,25.0,7.0,78.0
sol,18.98,18.74,1.28,202103310124,12,-18.0,-42.0,21.0,-87.0
dai,1.0,1.0,0.0,202103310124,12,8.0,47.0,22.0,-12.0
comp,400.28,389.76,2.7,202103310124,12,19.0,19.0,14.0,94.0
one,0.190484,0.179124,6.34,202103310124,12,7.0,-13.0,-23.0,31.0
ust,0.9981,1.0,-0.19,202103310124,12,-7.0,-15.0,-12.0,47.0
etc,12.91,13.0,-0.69,202103310124,12,0.0,-58.0,-30.0,121.0
uma,23.15,23.17,-0.09,202103310124,12,0.0,0.0,0.0,178.0
ont,1.63,1.53,6.54,202103310124,12,-21.0,-16.0,-26.0,-35.0
ren,1.07,0.99977,7.02,202103310124,12,-9.0,-27.0,-24.0,-38.0
ant,11.51,11.32,1.68,202103310124,12,0.0,0.0,10.0,326.0
rep,41.27,39.88,3.49,202103310124,12,0.0,-11.0,-31.0,31.0
fun,0.042207,0.039565,6.68,202103310124,12,12.0,5.0,-13.0,658.0
tel,0.00813,0.007736,5.09,202103310124,12,-33.0,-56.0,-13.0,232.0
bal,56.67,54.97,3.09,202103310124,12,-6.0,28.0,-3.0,185.0
ark,2.97,2.85,4.21,202103310124,12,-2.0,-15.0,-8.0,-14.0
kin,0.000229,0.00022,4.09,202103310124,12,8.0,1.0,9.0,59.0
trac,0.767306,0.760598,0.88,202103310124,12,17.0,27.0,40.0,1142.0
ava,5.26,5.05,4.16,202103310124,12,17.0,31.0,-11.0,1044.0
sys,0.380967,0.36002,5.82,202103310124,12,10.0,22.0,15.0,86.0
anc,4.8,4.66,3.0,202103310124,12,3.0,-3.0,2.0,37.0
