btc,58431.72,59345.9,1.56,202104011335,-9,0.0,6.0,11.0,102.0
eth,1920.47,1851.56,-3.59,202104011335,-9,-19.0,-13.0,-16.0,-2.0
bnb,314.69,306.59,-2.57,202104011335,-9,-53.0,-11.0,-62.0,-89.0
ada,1.19,1.19,0.0,202104011335,-9,0.0,12.0,0.0,-66.0
uni,29.17,27.99,-4.05,202104011335,-9,11.0,4.0,-5.0,-1.0
fil,216.67,185.39,-14.44,202104011335,-9,0.0,42.0,38.0,-80.0
ltc,195.48,193.44,-1.04,202104011335,-9,11.0,53.0,44.0,1127.0
cro,0.211007,0.210629,-0.18,202104011335,-9,50.0,54.0,33.0,-54.0
sol,19.27,19.5,1.19,202104011335,-9,9.0,-20.0,-6.0,2.0
algo,1.35,1.3,-3.7,202104011335,-9,-25.0,20.0,10.0,-2.0
dai,1.0,1.0,0.0,202104011335,-9,-19.0,-34.0,-18.0,30.0
comp,450.22,394.99,-12.27,202104011335,-9,-9.0,-29.0,19.0,57.0
one,0.182298,0.181537,-0.42,202104011335,-9,0.0,3.0,13.0,-25.0
ust,0.999,0.998,-0.1,202104011335,-9,3.0,-8.0,33.0,-34.0
etc,13.85,13.42,-3.1,202104011335,-9,14.0,13.0,-10.0,-30.0
ont,1.8,1.58,-12.22,202104011335,-9,-35.0,-27.0,-35.0,110.0
dent,0.013041,0.013257,1.66,202104011335,-9,25.0,-19.0,-6.0,-55.0
ren,1.05,1.05,0.0,202104011335,-9,-11.0,-1.0,-3.0,-77.0
rep,39.09,40.97,4.81,202104011335,-9,31.0,43.0,82.0,53.0
ant,10.66,11.3,6.0,202104011335,-9,-27.0,-43.0,-26.0,-2.0
fun,0.040793,0.040415,-0.93,202104011335,-9,27.0,22.0,10.0,-66.0
tel,0.007837,0.007207,-8.04,202104011335,-9,-10.0,-14.0,-53.0,-63.0
bal,55.92,56.09,0.3,202104011335,-9,11.0,10.0,7.0,103.0
kin,0.000254,0.000229,-9.84,202104011335,-9,-11.0,-20.0,-2.0,22.0
ark,2.75,3.0,9.09,202104011335,-9,5.0,7.0,7.0,11.0
ava,5.5,5.46,-0.73,202104011335,-9,17.0,-14.0,8.0,174.0
anc,4.6,4.66,1.3,202104011335,-9,1.0,0.0,-2.0,-49.0
sys,0.34137,0.380192,11.37,202104011335,-9,23.0,-7.0,8.0,18.0
win,0.000597,0.000486,-18.59,202104011335,-9,-23.0,-32.0,0.0,-43.0
lon,7.97,8.37,5.02,202104011335,-9,20.0,42.0,67.0,-37.0
vid,0.909977,0.956026,5.06,202104011335,-9,-15.0,-25.0,-25.0,167.0
dia,4.32,3.89,-9.95,202104011335,-9,-11.0,-18.0,-7.0,-60.0
loc,6.8,7.02,3.24,202104011335,-9,-3.0,23.0,19.0,95.0
key,0.0216,0.021822,1.03,202104011335,-9,-25.0,-13.0,-8.0,-70.0
ring,0.1935,0.205073,5.98,202104011335,-9,-15.0,5.0,-13.0,-37.0
meme,3194.0,3230.0,1.13,202104011335,-9,0.0,15.0,-25.0,-92.0
ast,0.576108,0.63496,10.22,202104011335,-9,-32.0,-66.0,-40.0,-21.0
tru,0.5073,0.5052,-0.41,202104011335,-9,-40.0,-43.0,-27.0,-94.0
pro,0.809402,0.898262,10.98,202104011335,-9,-11.0,-18.0,-15.0,-0.0
game,0.379346,0.38466,1.4,202104011335,-9,-30.0,-15.0,-15.0,-85.0
any,2.84,2.95,3.87,202104011335,-9,26.0,2.0,57.0,76.0
